recipe_id,title,description,recipe_url,image_url,ingredients_list,directions,# Interactions,average_rating,number_of_ratings,tags
22176,Classic Baked Ziti,This baked ziti recipe is a simple Italian casserole dish that my family enjoys.,https://www.food.com/recipe/classic-baked-ziti-22176,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/22/17/6/picDKqCeJ.jpg","lean ground beef | onion, chopped | garlic cloves, minced | jar meatless sauce | chicken broth | dried oregano leaves | package ziti pasta, cooked and drained | shredded mozzarella cheese | grated parmesan cheese","Preheat oven to 350 degrees F. | In a large skillet, cook ground beef, onions, and garlic over medium-high heat for 6 to 8 minutes or until beef is browned; stirring frequently. | Stir in spaghetti sauce, chicken broth, and oregano. | Reduce heat and simmer for 10 minutes. | Stir 1 cup of the sauce into the cooked ziti noodles. | Spoon 1/2 of the ziti mixture into a 13x9x2-inch baking dish. | Sprinkle with 1 1/2 cups mozzarella cheese and 1/2 cup Parmesan cheese. | Top with 2 cups sauce, then remaining ziti mixture and remaining sauce. | Cover and bake 20 minutes. | Sprinkle with remaining mozzarella and Parmesan cheese. | Return to oven and bake uncovered for 10 minutes or until heated through.",320,"4,71",341,60-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | casseroles | main-dish | beef | eggs-dairy | pasta | oven | european | italian | cheese | dietary | ground-beef | meat | pasta-rice-and-grains | equipment
31717,Olive Garden Pasta E Fagioli Soup in a Crock Pot (Copycat),This tastes exactly like the pasta e fagioli soup at the Olive Garden. Wonderful! Husband loves it!,https://www.food.com/recipe/olive-garden-pasta-e-fagioli-soup-in-a-crock-pot-copycat-31717,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/31/71/7/SDnPxcQbRBSGK2q5dAkJ_COGPFS%25204%2520-%2520final_2.png","ground beef | onion, chopped | carrots, chopped | stalks celery, chopped | diced tomatoes, undrained | red kidney beans, drained | white kidney beans, drained | beef stock | oregano | pepper | parsley | Tabasco sauce (optional) | jar spaghetti sauce | pasta","Brown beef in a skillet. | Drain fat from beef and add to crock pot with everything except pasta. | Cook on low 7-8 hours or high 4-5 hours. | During last 30 min on high or 1 hour on low, add pasta.",307,"4,7",319,weeknight | time-to-make | course | main-ingredient | cuisine | preparation | occasion | clear-soups | soups-stews | beans | beef | pasta | european | italian | crock-pot-slow-cooker | dietary | copycat | ground-beef | meat | pasta-rice-and-grains | novelty | equipment
20616,Rosie's Traditional Irish Soda Bread,"This Irish soda bread recipe was passed on to me by a dear friend of my mother's who was born and raised in Ireland. It's the best Irish soda bread I have ever had. It is much higher, lighter and softer than most other recipes I have seen. It has an excellent flavor and texture, as well.",https://www.food.com/recipe/irish-rosies-irish-soda-bread-20616,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/20/61/6/oZWrHQUERpqw2MkyUDUh_soda-bread.jpg",flour | sugar | baking soda | baking powder | salt | sour cream | eggs | caraway seeds (optional but I always use them) | raisins,Combine dry ingredients together in a large bowl. | In a small bowl beat eggs and stir in sour cream. | Add the egg and sour cream mixture to the dry ingredients and stir with a wooden spoon. | Batter will be very thick. | Add the raisins and caraway seeds and stir well with wooden spoon or knead in with your hands. | Place batter in a greased 9 inch springform pan. | Dust the top with enough flour so that you can pat the batter like a bread dough evenly in the pan without it sticking to your hands. | With a knife make a shallow crisscross on the top. | Bake for 50 minutes in a preheated 350ºF oven.,291,"4,9",299,weeknight | time-to-make | course | cuisine | preparation | occasion | for-large-groups | healthy | breads | oven | european | holiday-event | irish | dietary | st-patricks-day | quick-breads | equipment | number-of-servings | 4-hours-or-less
64446,Romano's Macaroni Grill Rosemary Bread,This is an attempt to immitate the excellent bread that is served in the Macaroni Grill Restaurant.,https://www.food.com/recipe/romanos-macaroni-grill-rosemary-bread-64446,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/64/44/6/lJvvzgfDRkuHBY4pgYux_RosemaryBread2.jpg",yeast | sugar | warm water | flour | salt | rosemary | butter,"Place yeast, sugar and water in large bowl or food processor and allow mixture to become bubbly. | Mix in 1 T butter, salt, and 2 cups of flour. | Add one tablespoon of the fresh chopped rosemary. | Knead for about 10 minutes by hand or in food processor about 5 minutes until smooth and elastic. | Add more flour if necessary. | Oil a bowl, put dough in it and cover with a towel. | Let dough rise in a warm place for one hour until doubled. | Punch down dough and divide in half. | Let dough rest about 5 minutes. | Spray baking pan or cookie sheet with cooking spray. | Shape the dough into 2 small rounded oval loaves. | Sprinkle remaining 1 Tablespoon of rosemary over the loaves and press lightly into the surface. | Let loaves rise again until doubled, about 45 minutes. | Preheat oven to 375°F. | Bake for 15 to 20 minutes, until lightly browned. | Carefully remove from oven, brush with remaining butter (and salt if desired.).",283,"4,77",293,weeknight | time-to-make | course | main-ingredient | cuisine | preparation | occasion | healthy | breads | oven | european | italian | grains | dietary | comfort-food | yeast | pasta-rice-and-grains | taste-mood | equipment | number-of-servings | 4-hours-or-less
302120,Traditional Irish Shepherd's Pie,"Posting this per a request.  I've said it once and I'll say it again there is nothing Irish about Corned Beef and Cabbage, but Shepherd's Pie has always been and still is a staple of traditional Irish cooking.  This is a really easy, but tasty recipe that the whole family will enjoy.  It's nutritionally sound with all the major food groups represented.  The British use lamb in their Shepherd's Pie, but we've always used beef.  Do whatever you prefer or even try turkey if you're watching fat content.  This sauce is lovely and rich and should go well with any meat.  You can use fresh or leftover mashed potato.  I usually use 3 tbsp of ketchup instead of the 2tbsp of tomato paste as I like the hint of sweetness, but traditionally the paste would be more sound! You can also make individual pies which are always a hit with the kids.  This freezes beautifully too, so make two and save one! Just let it defrost and glaze with the egg and pop into the oven as directed.  Enjoy! :)",https://www.food.com/recipe/traditional-irish-shepherds-pie-302120,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/30/21/20/LYpurGNlQvWQfP1Ueyjf_0S9A8345.jpg","olive oil | black pepper | lamb or 1 lb $template2$ | large onion, finely diced | large carrots, finely diced | frozen peas | sprigs fresh thyme, finely chopped | flour | butter | glass red wine | tomato paste | Worcestershire sauce | chicken stock | 1L or 6 cups, fresh or leftover) | egg, beaten | grated parmesan cheese (optional)","Pre-heat oven to 200C/400°F. | Saute carrots in the olive oil until starting to get tender. | Add in the onions and saute for a minute or two then add the meat. | Season with black pepper and thyme. | Cook until browned then drain fat. | Add the butter and peas. | Sprinkle with flour and stir through. | Add tomato paste, wine and Worcestershire sauce. | Let this reduce slightly then add the chicken stock. Allow to reduce down until you have a thick meaty gravy. Season to your taste. | Remove from heat. Grease an oven proof dish** (9x13 works for me, as does an oval baker) with butter and add the sauce. | Spoon or pipe the mashed potatoes over top. Brush with egg and sprinkle with Parmesan cheese if using. | Bake for about 20 minutes or until the potato is nice and browned on top. | Serve as is or with some crusty bread to mop up that yummy sauce!",271,"4,78",287,60-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | main-dish | oven | european | holiday-event | kid-friendly | irish | dietary | one-dish-meal | st-patricks-day | inexpensive | meat | equipment
13285,Greek-Style Turkey Burgers,"The best turkey burgers i have ever tried .... I freeze left-overs, and heat in the microwave later ...",https://www.food.com/recipe/greek-style-turkey-burgers-13285,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/13/28/5/a8fcjPR3RHec4xgqaVek_0S9A7632.jpg","ground turkey | crumbled feta cheese | kalamata olive, chopped (I usually use chopped salad olives) | dried oregano | italian seasoning | dried parsley | dried basil (optional) | onion powder | garlic powder | ground black pepper, to taste","Combine all the ingredients in a large bowl. | Form into 4 patties, then grill. | I have served this on regular burger buns with tomatoes and mayo, and on pita with tahini, tomatoes and lettuce.",249,"4,82",252,15-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | lunch | main-dish | poultry | greek | oven | barbecue | easy | european | finger-food | kid-friendly | broil | turkey | dietary | sandwiches | meat | equipment | grilling | presentation | served-hot | 3-steps-or-less | technique | burgers | turkey-burgers
30081,Ground Beef Gyros,This is a great summer meal and quick and easy to put together and tastes wonderful. Refreshing served with the cucumber sauce and is even low in fat. I think this came from Quick Cooking. It's a favorite in our house.,https://www.food.com/recipe/ground-beef-gyros-30081,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/30/08/1/uaSpHBwtSIuQpcHZKQeu_0S9A0050.jpg","container plain yogurt | chopped seeded cucumber (thinly slice remainder of cucumber) | finely chopped onions | garlic clove, minced | sugar | lean ground beef I use ground turkey | dried oregano | garlic powder | onion powder | salt optional | pepper | pita breads | shredded lettuce | large tomatoes, chopped | small onion, chopped","In a bowl, combine first 5 ingredients. | Cover and refrigerate. (If possible overnight). | In separate bowl, combine ground beef and seasonings. | Mix well. | Shape into 4 patties. | Grill, covered, (you can also use a toaster oven or broil these) over medium to high heat for 10 to 12 minutes or until meat is no longer pink, turning once. | Cut patties into thin slices. | Stuff into pitas. | Add lettuce,cucumber, tomato, and onion. | Serve with yogurt sauce.",246,"4,48",241,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | healthy | lunch | main-dish | beef | greek | oven | barbecue | easy | european | spring | summer | broil | dietary | low-sodium | seasonal | sandwiches | ground-beef | low-in-something | meat | equipment | grilling | technique
24672,The Ultimate Strawberry Shortcake,The perfect summer dessert. Not your ordinary strawberry shortcake!,https://www.food.com/recipe/the-ultimate-strawberry-shortcake-24672,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/24/67/2/q11AXp9CRSunElxDF5RU_The%2520ultimate%2520strawberry%2520shortcake%252024672-4.jpg","quart fresh strawberries (or more if you like) | sugar | cream cheese, softened | powdered sugar | container frozen whipped topping | angel food cake, cut into cubes (I buy the cake already made)","Wash, stem, and cut strawberries in half. | Add sugar; toss to mix well.,Chill.,Beat cream cheese and powdered sugar well. | Fold in whipped topping and cake cubes. | Spread cake into an ungreased 13x9 dish. | Cover and chill for at least 2 hours. | Cut cake into squares; top with strawberries.",232,"4,77",238,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | north-american | south-west-pacific | low-protein | desserts | lunch | eggs-dairy | fruit | american | caribbean | southern-united-states | easy | european | no-cook | refrigerator | central-american | potluck | dinner-party | holiday-event | kid-friendly | vegetarian | cakes | easter | cheese | dietary | comfort-food | wedding | valentines-day | low-in-something | berries | strawberries | taste-mood | to-go | equipment | technique
34688,Potato Kielbasa Skillet,"A very hearty, tasty supper. This is very easy to make and a real pleaser.",https://www.food.com/recipe/potato-kielbasa-skillet-34688,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/34/68/8/ROxZFEwWRtyRVY9Y6RG9_kilbasa-skillet-2.jpg","large potatoes, cut in bite sized chunks | kielbasa, sliced | chopped onion | chopped green pepper | vegetable oil | oregano | basil | salt | pepper | water | cheese","In dutch oven, brown potatoes, kielbasa, onion and peppers in oil. | Add seasonings and water. | Bring to a boil. | Cover tightly and cook for 20 minutes on low, stirring occasionally. | Uncover and put cheese on top. | Simmer until cheese is melted.",214,"4,45",220,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | north-american | main-dish | eggs-dairy | pork | potatoes | vegetables | american | southern-united-states | easy | european | kid-friendly | polish | cheese | stove-top | dietary | comfort-food | inexpensive | meat | pork-sausage | taste-mood | equipment
44232,Tomato and Basil Bruschetta,"My first culinary ""success."" This recipe came from a great book _Cucina Amore_, and is often requested by friends and family.",https://www.food.com/recipe/tomato-and-basil-bruschetta-44232,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/44/23/2/AzjouSK8QBSapWby5N0N_TBB%25205%2520-%2520final_2.png","roma tomatoes, diced | cloves garlic, chopped | cloves garlic, peeled | olive oil | balsamic vinegar | chopped fresh basil | kosher salt | fresh cracked pepper | slices Italian bread, cut about 1 inch thick | grated parmigiano-reggiano cheese","Whisk together chopped garlic, vinegar, salt, pepper, and basil. | When combined slowly drizzle in oil. | Add tomatoes and let sit for 20 minutes at room temp. | Meanwhile back at the bat cave, toast the bread. | This can be done either in the toaster (if its got really wide slots) or under the broiler (if using this method watch closely so it doesnt become a brickette). | When the bread is toasted rub each piece, on one side, with the whole garlic pieces. | Place the bread on a cookie sheet and top with tomato mixture. | Sprinkle on a little cheese and broil till the cheese melts (you can skip that last broiling bit and its equally as wonderful). | Serve immediately. | The tomato mixture also makes a wonderful vinegrette for an antipasto salad.,Enjoy!",204,"4,91",214,60-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | appetizers | vegetables | easy | european | italian | dietary | low-cholesterol | healthy-2 | low-in-something
135272,Lemon Baked Cod,Great baked cod recipe.,https://www.food.com/recipe/lemon-baked-cod-135272,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/13/52/72/aML6ha46QVqfQuw5Fgu5_THE%2520FOOD%2520GAYS%2520-%2520BAKED%2520LEMON%2520COD.jpg","cod fish fillet | butter or 1/4 cup $template2$, melted | lemon juice | all-purpose flour | salt | white pepper | paprika","If fish fillets are large, cut into serving pieces. | Mix butter and lemon juice. | In another bowl, mix flour, salt and white pepper. | Dip fish into butter mixture; coat fish with flour mixture. | Place fish in ungreased square baking dish, 8x8x2 inches. | Pour remaining butter mixture over fish; sprinkle with paprika. | Cook uncovered in 350 degree oven until fish flakes easily with fork, 25-30 minutes. Garnish with parsley sprigs and lemon slices if desired.",201,"4,35",209,60-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | main-dish | seafood | scandinavian | oven | easy | european | fish | norwegian | dietary | low-carb | low-in-something | saltwater-fish | cod | equipment
31562,Buttery Shrimp And Pasta,This is a really simple dish to make and it's quite elegant.,https://www.food.com/recipe/buttery-shrimp-and-pasta-31562,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/31/56/2/IbBDJcuYTAyCoCbCvJff-Creamy-Shrimp-1.jpg","pasta, cooked and drained (I like the tri-colored spirals) | butter | shrimp, peeled and deveined | minced garlic | half-and-half | fresh basil, minced or 1 teaspoon $template2$ | parmesan cheese | black pepper | red pepper flakes, optional","Have pasta ready. | In lg skillet, heat butter; add shrimp and garlic. | Saute 4 minutes, remove shrimp from skillet. | Add half and half. | Bring to a boil; reduce heat and simmer for 15 minutes, stirring frequently. | Add shrimp, basil, cheese, pepper and pepper flakes. | Pour sauce into a bowl; add pasta and toss well.",201,"4,75",213,60-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | north-american | main-dish | pasta | seafood | american | french | easy | european | dinner-party | holiday-event | shrimp | stove-top | dietary | californian | valentines-day | pasta-rice-and-grains | shellfish | equipment
32618,Mama Iuliucci's Famous Meat-A-Balls (Italian Meatballs),"Here it is, my mom's FAMOUS Meatball recipe! This is THEE most requested of her for anything, anywhere! Whenever there is a shower, birthday, christening, etc., someone is asking for 150 to 200 of her famous meatballs. :) Of course, she always says yes! She is not one for ""exact"" measurements (a little of this, a dash of that), so I tried the best I could to adapt her recipe. Of course, these are best served with My Mama Iuliucci's ""Don't Skip a Step"" Spaghetti Sauce recipe #26947, but I have used jazzed-up jarred sauce and they are still great. However, meat-a-balls like these deserve a homemade sauce, in my humble opinion!",https://www.food.com/recipe/mama-iuliuccis-famous-meat-a-balls-italian-meatballs-32618,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/32/61/8/LodcmULQASjJu6KFcYMg_0S9A7399.jpg","lean ground beef | use rolls or any stale bread you have and want to use up) | eggs, slightly beaten | garlic powder (or to taste) | italian seasoning (or to taste) | parsley flakes (or to taste) | grated parmesan cheese or Locatelli | salt | black pepper | or vegetable oil (for frying)","Mix all ingredients gently in a large bowl until well combined. | Roll meatballs 1 1/2- 1 3/4"" in diameter. | Heat about 1/4"" of oil over medium heat in a large frying pan. | Fry meatballs in oil, rolling frequently, until evenly browned and juices run clear. | Drop meatballs in your favorite sauce (I highly recommend My Mama Iuliucci's""Don't Skip a Step"" Spaghetti Sauce recipe#26947) and let simmer for awhile to flavor sauce or just serve with your favorite pasta and sauce. | Tip: You can also bake or broil these if the frying part is too much of a hassle-- I use my broiler pan if I bake them, so the fat drips down and away from the meatballs.",200,"4,82",213,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | appetizers | lunch | main-dish | beef | oven | easy | european | potluck | dinner-party | heirloom-historical | holiday-event | kid-friendly | italian | stove-top | dietary | new-years | comfort-food | wedding | ground-beef | meat | taste-mood | to-go | equipment | number-of-servings
8596,Olive Garden Fettuccine Alfredo,Just like the famous restaraunt's dish.,https://www.food.com/recipe/olive-garden-fettuccine-alfredo-8596,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/85/96/7nqcwQZxSiOWr3jp4BgE_FettucineAlfredo3.jpg","butter | cream cheese | heavy cream | garlic powder | salt | black pepper | grated parmesan cheese (preferably fresh) | fettuccine, prepared as directed","In a medium saucepan, melt butter. | When butter is melted, add cream cheese. | When the cream cheese is softened, add heavy cream. | Season with garlic powder, salt, and pepper. | Simmer for 15-20 minutes over low heat, stirring constantly. | Remove from heat and stir in parmesan. | Serve over hot fettucine noodles.",194,"4,72",211,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | occasion | lunch | main-dish | pasta | easy | european | dinner-party | romantic | vegetarian | italian | stove-top | dietary | copycat | pasta-rice-and-grains | novelty | taste-mood | equipment
749,Zucchini Lasagna (Lasagne) - Low Carb,"Great for anyone going low carb OR who has so many zucchini, they don't know what to do!! :) We found the sauce to be very mild. I think it would be better with twice as much garlic. I boiled my zucchini slices for about 3 minutes so they were partially cooked. I wanted to make sure they were soft in the finished dish or I knew the kids wouldn't eat them. ;) The cottage cheese provides a slightly tangy note. I think we would have preferred ricotta, but that is personal taste. I use my 11x7 baking dish and got 6 pieces the size of what you see in my photos. Both of the guys ate two so it fed 4 of us, and I double the meat. Adjust the recipe accordingly for your family.",https://www.food.com/recipe/zucchini-lasagna-lasagne-low-carb-749,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/74/9/hctvbRoQFSW9CZ4FVcin_ZL%25204%2520-%2520final_1.png","zucchini, sliced lengthwise 1/4 inch thick (about 2 medium) | lean ground beef (I use 1 lb.) | onion, chopped | small tomatoes, cut up | tomato paste | garlic clove, minced | dried oregano | dried basil | dried thyme | water | pepper | egg | low fat cottage cheese (or low fat or fat free ricotta) | mozzarella cheese, shredded (I use 8 oz. divided) | flour","Cook zucchini until tender, drain and set aside. Fry meat and onions until meat is brown and onions are tender; drain fat. Add next 8 ingredients and bring to a boil. | Reduce heat; simmer, uncovered 10 minutes or until reduced to 2 cups. | In small bowl slightly beat egg. | Add cottage cheese, half of shredded cheese and flour. | In (1 1/2-qt.) baking-roasting pan arrange half of the meat mixture. Top with half of the zucchini and all the cottage cheese mixture. Top with remaining meat and zucchini. | Bake uncovered at 375 degrees F for 30 minutes. | Sprinkle with remaining cheese. Bake 10 minutes longer. | Let stand 10 minutes before serving.",191,"4,79",198,60-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | main-dish | beef | pasta | vegetables | oven | european | italian | lasagna | dietary | low-calorie | low-carb | ground-beef | low-in-something | meat | pasta-rice-and-grains | squash | equipment
64138,Crock Pot Ravioli,"This is a recipe that I adopted from a sweet chef by the name of CBW. A real doll. ""I always plan a crock pot meal for Sunday afternoon so that it's all ready after church, and I wanted something different than the chicken we usually end up with. This was a big hit!""",https://www.food.com/recipe/crock-pot-ravioli-64138,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/64/13/8/srBdzamQqeN2RnURsmmR-DSC_0727.JPG",beef ravioli | jar pasta sauce | tomato sauce | water | red peppers | Italian spices | shredded mozzarella cheese,"Pour about half of the pasta sauce in the bottom of crock pot. | Add frozen ravioli. | Pour additional pasta sauce, tomato sauce, water, and red pepper over ravioli (I usually pour the pasta sauce on first and then shake together the tomato sauce, water, and red pepper in the empty pasta sauce jar to mix them). | Sprinkle Italian seasonings over sauces. | Sprinkle cheese on top. | Turn crock pot on low and cook for 4-5 hours (until ravioli are tender).",186,"4,6",192,weeknight | time-to-make | course | main-ingredient | cuisine | preparation | main-dish | pasta | european | italian | crock-pot-slow-cooker | dietary | one-dish-meal | pasta-rice-and-grains | ravioli-tortellini | equipment
92096,Authentic Italian Tomato Sauce,This is a recipe I got from my father who got it from a little old lady he knew from Italy. I always simmer this sauce with my meatballs (recipe posted). You can also add sausage if you like. This sauce is to die for!!!!,https://www.food.com/recipe/authentic-italian-tomato-sauce-92096,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/92/09/6/9K24HEPjT9632dS4DaCY_AITS%25205%2520-%2520final_2.jpg","tomato puree | peeled plum tomatoes | cloves garlic | small onion, diced | cloves | basil | kosher salt | fresh ground pepper | sugar | extra virgin olive oil | grated cheese","In a large pot, sauté onion and garlic in olive oil. | Empty plum tomatoes into large bowl and squash with your hands. | Add all ingredients (including any meatballs or sausage you want to add) to pot and simmer for 3 hours.",185,"4,56",189,time-to-make | course | main-ingredient | cuisine | preparation | sauces | condiments-etc | vegetables | easy | european | vegetarian | italian | dietary | tomatoes | 3-steps-or-less | 4-hours-or-less
57919,Tilapia Al Ajillo (Garlic Tilapia),"You can do this with any white fish, sea bass is great this way. Fish is often served this way in the Canary Islands, though usually it is the whole fish instead of fillets. YUM!",https://www.food.com/recipe/tilapia-al-ajillo-garlic-tilapia-57919,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/57/91/9/hhXOX18ZRjGnRzhvkQNB_0S9A3000.jpg","tilapia fillets | garlic cloves, thinly sliced | olive oil | salt and pepper | lemon, for serving | chopped parsley (to garnish)","Season tilapia fillets with salt and pepper. | Heat oil in a skillet over medium heat. | Put fillets in first, and when they start to turn color a bit (after 1-2 minutes) add garlic slices. | Continue cooking about 4 minutes or so, then flip fillets. | Fry until cooked through, and fish flakes easily with a fork-- this will depend entirely on the thickness of your fillets, so you will need to watch them carefully. | The garlic should turn a dark golden brown, but not be burned, if you notice that the garlic is starting to burn, spoon it over the fish, so it is no longer in contact with the pan. | Serve with freshly squeezed lemon juice and garnish with chopped parsley.",182,"4,65",186,30-minutes-or-less | time-to-make | course | main-ingredient | cuisine | preparation | very-low-carbs | main-dish | seafood | spanish | easy | european | fish | stove-top | dietary | low-sodium | high-protein | low-carb | high-in-something | low-in-something | freshwater-fish | tilapia | equipment
