user_id,category,questions,score
5fdcccb40c041e2aaf45eae1,Convenience,i choose foods that are convenient to prepare,3
5fdcccb40c041e2aaf45eae1,Sensory Appeal,i choose foods for their taste,4
5fdcccb40c041e2aaf45eae1,Natural Content,i choose foods for ecologicalsustainability reasons,2
5fdcccb40c041e2aaf45eae1,Ethical Concern,i choose foods for ethical or religious reasons,1
5fdcccb40c041e2aaf45eae1,Familiarity,i choose foods that are familiartraditional,3
5fdcccb40c041e2aaf45eae1,Price,i choose foods based on price,3
5fdcccb40c041e2aaf45eae1,Mood,i choose foods that improve my mood,4
66e0c0a1fab28ce6352ae19c,Health,i choose foods because they keep me healthy,2
66e0c0a1fab28ce6352ae19c,Weight Control,i choose foods that help me control my weight,1
66e0c0a1fab28ce6352ae19c,Convenience,i choose foods that are convenient to prepare,3
66e0c0a1fab28ce6352ae19c,Sensory Appeal,i choose foods for their taste,4
66e0c0a1fab28ce6352ae19c,Natural Content,i choose foods for ecologicalsustainability reasons,1
66e0c0a1fab28ce6352ae19c,Ethical Concern,i choose foods for ethical or religious reasons,1
66e0c0a1fab28ce6352ae19c,Familiarity,i choose foods that are familiartraditional,4
66e0c0a1fab28ce6352ae19c,Price,i choose foods based on price,3
66e0c0a1fab28ce6352ae19c,Mood,i choose foods that improve my mood,3
